Selection	View	Channel	Begin.Time..s.	End.Time..s.	Low.Freq..Hz.	High.Freq..Hz.	Dur.90...s.	BW.90...Hz.	Center.Freq..Hz.	Freq.5...Hz.	Freq.95...Hz.	Sel....	Notes	Harmonics.	SNR	RMS	FreqRange	CallType	seconds_elapsed	Time_of_Day	Time_Only	Time	Time.y	Period	End_Time
378	Spectrogram 1	1	49063.479844593	49065.210724681	7.766	50.149	0.512	11.719	23.438	19.531	31.25	sel. 378	20 Hz	Y	28	171.8	LF	LFD	49063.479844593	2024-07-28T03:45:17Z	03:45:17	2024-07-28T03:45:00Z	2024-07-28T03:45:00Z	Night	2024-07-28T03:46:00Z
378	Waveform 1	1	49063.479844593	49065.210724681	7.766	50.149	NA	NA	NA	NA	NA	sel. 378	20 Hz	Y	28	171.8	LF	LFD	49063.479844593	2024-07-28T03:45:17Z	03:45:17	2024-07-28T03:45:00Z	2024-07-28T03:45:00Z	Night	2024-07-28T03:46:00Z
379	Spectrogram 1	1	49073.684880451	49074.803914554	6.657	49.926	0.512	7.812	19.531	15.625	23.438	sel. 379	20 Hz	Y	12	156.8	LF	LFC	49073.684880451	2024-07-28T03:45:27Z	03:45:27	2024-07-28T03:45:00Z	2024-07-28T03:45:00Z	Night	2024-07-28T03:46:00Z
379	Waveform 1	1	49073.684880451	49074.803914554	6.657	49.926	NA	NA	NA	NA	NA	sel. 379	20 Hz	Y	12	156.8	LF	LFC	49073.684880451	2024-07-28T03:45:27Z	03:45:27	2024-07-28T03:45:00Z	2024-07-28T03:45:00Z	Night	2024-07-28T03:46:00Z
380	Spectrogram 1	1	49080.96868	49082.33504516	6.657	39.941	0.256	7.812	23.438	19.531	27.344	sel. 380	20 Hz	Y	22	166.8	LF	LFD	49080.96868	2024-07-28T03:45:34Z	03:45:34	2024-07-28T03:45:00Z	2024-07-28T03:45:00Z	Night	2024-07-28T03:46:00Z
380	Waveform 1	1	49080.96868	49082.33504516	6.657	39.941	NA	NA	NA	NA	NA	sel. 380	20 Hz	Y	22	166.8	LF	LFD	49080.96868	2024-07-28T03:45:34Z	03:45:34	2024-07-28T03:45:00Z	2024-07-28T03:45:00Z	Night	2024-07-28T03:46:00Z
381	Spectrogram 1	1	49089.952489719	49091.200333504	7.294	34.648	0.384	7.812	19.531	15.625	23.438	sel. 381	20 Hz	Y	18	162.8	LF	LFC	49089.952489719	2024-07-28T03:45:43Z	03:45:43	2024-07-28T03:45:00Z	2024-07-28T03:45:00Z	Night	2024-07-28T03:46:00Z
381	Waveform 1	1	49089.952489719	49091.200333504	7.294	34.648	NA	NA	NA	NA	NA	sel. 381	20 Hz	Y	18	162.8	LF	LFC	49089.952489719	2024-07-28T03:45:43Z	03:45:43	2024-07-28T03:45:00Z	2024-07-28T03:45:00Z	Night	2024-07-28T03:46:00Z
382	Spectrogram 1	1	49099.43021	49100.587808344	9.118	46.598	0.384	7.812	19.531	15.625	23.438	sel. 382	20 Hz	Y	18	162.8	LF	LFC	49099.43021	2024-07-28T03:45:53Z	03:45:53	2024-07-28T03:45:00Z	2024-07-28T03:45:00Z	Night	2024-07-28T03:46:00Z
382	Waveform 1	1	49099.43021	49100.587808344	9.118	46.598	NA	NA	NA	NA	NA	sel. 382	20 Hz	Y	18	162.8	LF	LFC	49099.43021	2024-07-28T03:45:53Z	03:45:53	2024-07-28T03:45:00Z	2024-07-28T03:45:00Z	Night	2024-07-28T03:46:00Z
384	Spectrogram 1	1	49118.646771056	49119.387426722	5.547	44.379	0.384	7.812	19.531	15.625	23.438	sel. 384	20 Hz	Y	11	154.8	LF	LFC	49118.646771056	2024-07-28T03:46:12Z	03:46:12	2024-07-28T03:46:00Z	2024-07-28T03:46:00Z	Night	2024-07-28T03:47:00Z
384	Waveform 1	1	49118.646771056	49119.387426722	5.547	44.379	NA	NA	NA	NA	NA	sel. 384	20 Hz	Y	11	154.8	LF	LFC	49118.646771056	2024-07-28T03:46:12Z	03:46:12	2024-07-28T03:46:00Z	2024-07-28T03:46:00Z	Night	2024-07-28T03:47:00Z
390	Spectrogram 1	1	49194.167690038	49195.600697739	10.03	43.766	0.64	7.812	23.438	19.531	27.344	sel. 390	nfc 20 Hz?	N	21	164.8	LF	LFD	49194.167690038	2024-07-28T03:47:28Z	03:47:28	2024-07-28T03:47:00Z	2024-07-28T03:47:00Z	Night	2024-07-28T03:48:00Z
390	Waveform 1	1	49194.167690038	49195.600697739	10.03	43.766	NA	NA	NA	NA	NA	sel. 390	nfc 20 Hz?	N	21	164.8	LF	LFD	49194.167690038	2024-07-28T03:47:28Z	03:47:28	2024-07-28T03:47:00Z	2024-07-28T03:47:00Z	Night	2024-07-28T03:48:00Z
394	Spectrogram 1	1	49318.18962	49319.318764268	10.03	56.583	0.512	11.719	19.531	15.625	27.344	sel. 394	20 Hz	Y	28	173.8	LF	LFD	49318.18962	2024-07-28T03:49:32Z	03:49:32	2024-07-28T03:49:00Z	2024-07-28T03:49:00Z	Night	2024-07-28T03:50:00Z
394	Waveform 1	1	49318.18962	49319.318764268	10.03	56.583	NA	NA	NA	NA	NA	sel. 394	20 Hz	Y	28	173.8	LF	LFD	49318.18962	2024-07-28T03:49:32Z	03:49:32	2024-07-28T03:49:00Z	2024-07-28T03:49:00Z	Night	2024-07-28T03:50:00Z
395	Spectrogram 1	1	49334.805	49335.849340957	8.206	49.926	0.384	7.812	19.531	15.625	23.438	sel. 395	20 Hz	Y	28	171.8	LF	LFC	49334.805	2024-07-28T03:49:48Z	03:49:48	2024-07-28T03:49:00Z	2024-07-28T03:49:00Z	Night	2024-07-28T03:50:00Z
395	Waveform 1	1	49334.805	49335.849340957	8.206	49.926	NA	NA	NA	NA	NA	sel. 395	20 Hz	Y	28	171.8	LF	LFC	49334.805	2024-07-28T03:49:48Z	03:49:48	2024-07-28T03:49:00Z	2024-07-28T03:49:00Z	Night	2024-07-28T03:50:00Z
396	Spectrogram 1	1	49350.52941335	49351.728953504	7.766	48.817	0.384	7.812	19.531	15.625	23.438	sel. 396	20 Hz	Y	22	166.8	LF	LFC	49350.52941335	2024-07-28T03:50:04Z	03:50:04	2024-07-28T03:50:00Z	2024-07-28T03:50:00Z	Night	2024-07-28T03:51:00Z
396	Waveform 1	1	49350.52941335	49351.728953504	7.766	48.817	NA	NA	NA	NA	NA	sel. 396	20 Hz	Y	22	166.8	LF	LFC	49350.52941335	2024-07-28T03:50:04Z	03:50:04	2024-07-28T03:50:00Z	2024-07-28T03:50:00Z	Night	2024-07-28T03:51:00Z
397	Spectrogram 1	1	49368.643721535	49370.044526815	6.657	46.598	0.64	7.812	19.531	15.625	23.438	sel. 397	20 Hz	Y	18	163.8	LF	LFC	49368.643721535	2024-07-28T03:50:22Z	03:50:22	2024-07-28T03:50:00Z	2024-07-28T03:50:00Z	Night	2024-07-28T03:51:00Z
397	Waveform 1	1	49368.643721535	49370.044526815	6.657	46.598	NA	NA	NA	NA	NA	sel. 397	20 Hz	Y	18	163.8	LF	LFC	49368.643721535	2024-07-28T03:50:22Z	03:50:22	2024-07-28T03:50:00Z	2024-07-28T03:50:00Z	Night	2024-07-28T03:51:00Z
400	Spectrogram 1	1	49791.455863988	49792.921074109	6.383	61.021	0.768	15.625	23.438	11.719	27.344	sel. 400	20 Hz	Y	14	159.8	LF	LFD	49791.455863988	2024-07-28T03:57:25Z	03:57:25	2024-07-28T03:57:00Z	2024-07-28T03:57:00Z	Night	2024-07-28T03:58:00Z
400	Waveform 1	1	49791.455863988	49792.921074109	6.383	61.021	NA	NA	NA	NA	NA	sel. 400	20 Hz	Y	14	159.8	LF	LFD	49791.455863988	2024-07-28T03:57:25Z	03:57:25	2024-07-28T03:57:00Z	2024-07-28T03:57:00Z	Night	2024-07-28T03:58:00Z
408	Spectrogram 1	1	49829.970374274	49831.516090446	10.942	76.554	0.512	7.812	23.438	19.531	27.344	sel. 408	20 Hz	Y	12	163.8	LF	LFD	49829.970374274	2024-07-28T03:58:03Z	03:58:03	2024-07-28T03:58:00Z	2024-07-28T03:58:00Z	Night	2024-07-28T03:59:00Z
408	Waveform 1	1	49829.970374274	49831.516090446	10.942	76.554	NA	NA	NA	NA	NA	sel. 408	20 Hz	Y	12	163.8	LF	LFD	49829.970374274	2024-07-28T03:58:03Z	03:58:03	2024-07-28T03:58:00Z	2024-07-28T03:58:00Z	Night	2024-07-28T03:59:00Z
409	Spectrogram 1	1	49838.073189208	49839.192223311	7.766	49.926	0.512	7.812	19.531	15.625	23.438	sel. 409	20 Hz	Y	17	162.8	LF	LFC	49838.073189208	2024-07-28T03:58:12Z	03:58:12	2024-07-28T03:58:00Z	2024-07-28T03:58:00Z	Night	2024-07-28T03:59:00Z
409	Waveform 1	1	49838.073189208	49839.192223311	7.766	49.926	NA	NA	NA	NA	NA	sel. 409	20 Hz	Y	17	162.8	LF	LFC	49838.073189208	2024-07-28T03:58:12Z	03:58:12	2024-07-28T03:58:00Z	2024-07-28T03:58:00Z	Night	2024-07-28T03:59:00Z
418	Spectrogram 1	1	50148.8177994	50149.614809301	9.118	30.089	0.512	11.719	19.531	11.719	23.438	sel. 418	nfc 20 Hz?	N	26	173.8	LF	LFC	50148.8177994	2024-07-28T04:03:22Z	04:03:22	2024-07-28T04:03:00Z	2024-07-28T04:03:00Z	Night	2024-07-28T04:04:00Z
418	Waveform 1	1	50148.8177994	50149.614809301	9.118	30.089	NA	NA	NA	NA	NA	sel. 418	nfc 20 Hz?	N	26	173.8	LF	LFC	50148.8177994	2024-07-28T04:03:22Z	04:03:22	2024-07-28T04:03:00Z	2024-07-28T04:03:00Z	Night	2024-07-28T04:04:00Z
423	Spectrogram 1	1	50218.352410451	50219.447292739	7.294	52.145	0.512	7.812	19.531	15.625	23.438	sel. 423	20 Hz	Y	23	167.8	LF	LFC	50218.352410451	2024-07-28T04:04:32Z	04:04:32	2024-07-28T04:04:00Z	2024-07-28T04:04:00Z	Night	2024-07-28T04:05:00Z
423	Waveform 1	1	50218.352410451	50219.447292739	7.294	52.145	NA	NA	NA	NA	NA	sel. 423	20 Hz	Y	23	167.8	LF	LFC	50218.352410451	2024-07-28T04:04:32Z	04:04:32	2024-07-28T04:04:00Z	2024-07-28T04:04:00Z	Night	2024-07-28T04:05:00Z
424	Spectrogram 1	1	50224.605183636	50226.42462038	3.328	93.196	0.896	11.719	19.531	15.625	27.344	sel. 424	20 Hz	Y	21	165.8	LF	LFD	50224.605183636	2024-07-28T04:04:38Z	04:04:38	2024-07-28T04:04:00Z	2024-07-28T04:04:00Z	Night	2024-07-28T04:05:00Z
424	Waveform 1	1	50224.605183636	50226.42462038	3.328	93.196	NA	NA	NA	NA	NA	sel. 424	20 Hz	Y	21	165.8	LF	LFD	50224.605183636	2024-07-28T04:04:38Z	04:04:38	2024-07-28T04:04:00Z	2024-07-28T04:04:00Z	Night	2024-07-28T04:05:00Z
425	Spectrogram 1	1	50240.754726375	50241.857659268	6.383	31.001	0.64	7.812	19.531	15.625	23.438	sel. 425	20 Hz	Y	23	166.8	LF	LFC	50240.754726375	2024-07-28T04:04:54Z	04:04:54	2024-07-28T04:04:00Z	2024-07-28T04:04:00Z	Night	2024-07-28T04:05:00Z
425	Waveform 1	1	50240.754726375	50241.857659268	6.383	31.001	NA	NA	NA	NA	NA	sel. 425	20 Hz	Y	23	166.8	LF	LFC	50240.754726375	2024-07-28T04:04:54Z	04:04:54	2024-07-28T04:04:00Z	2024-07-28T04:04:00Z	Night	2024-07-28T04:05:00Z
426	Spectrogram 1	1	50256.099742871	50257.186574554	9.118	56.649	0.64	7.812	19.531	15.625	23.438	sel. 426	20 Hz	Y	23	166.8	LF	LFC	50256.099742871	2024-07-28T04:05:10Z	04:05:10	2024-07-28T04:05:00Z	2024-07-28T04:05:00Z	Night	2024-07-28T04:06:00Z
426	Waveform 1	1	50256.099742871	50257.186574554	9.118	56.649	NA	NA	NA	NA	NA	sel. 426	20 Hz	Y	23	166.8	LF	LFC	50256.099742871	2024-07-28T04:05:10Z	04:05:10	2024-07-28T04:05:00Z	2024-07-28T04:05:00Z	Night	2024-07-28T04:06:00Z
427	Spectrogram 1	1	50274.841951216	50276.05759258	2.411	48.212	0.64	7.812	19.531	15.625	23.438	sel. 427	20 Hz	Y	21	164.8	LF	LFC	50274.841951216	2024-07-28T04:05:28Z	04:05:28	2024-07-28T04:05:00Z	2024-07-28T04:05:00Z	Night	2024-07-28T04:06:00Z
427	Waveform 1	1	50274.841951216	50276.05759258	2.411	48.212	NA	NA	NA	NA	NA	sel. 427	20 Hz	Y	21	164.8	LF	LFC	50274.841951216	2024-07-28T04:05:28Z	04:05:28	2024-07-28T04:05:00Z	2024-07-28T04:05:00Z	Night	2024-07-28T04:06:00Z
428	Spectrogram 1	1	50290.666819241	50291.850258185	8.206	53.033	0.512	7.812	19.531	15.625	23.438	sel. 428	20 Hz	Y	23	166.8	LF	LFC	50290.666819241	2024-07-28T04:05:44Z	04:05:44	2024-07-28T04:05:00Z	2024-07-28T04:05:00Z	Night	2024-07-28T04:06:00Z
428	Waveform 1	1	50290.666819241	50291.850258185	8.206	53.033	NA	NA	NA	NA	NA	sel. 428	20 Hz	Y	23	166.8	LF	LFC	50290.666819241	2024-07-28T04:05:44Z	04:05:44	2024-07-28T04:05:00Z	2024-07-28T04:05:00Z	Night	2024-07-28T04:06:00Z
429	Spectrogram 1	1	50306.446588064	50307.613925798	9.118	47.007	0.512	7.812	19.531	15.625	23.438	sel. 429	20 Hz	Y	23	166.8	LF	LFC	50306.446588064	2024-07-28T04:06:00Z	04:06:00	2024-07-28T04:06:00Z	2024-07-28T04:06:00Z	Night	2024-07-28T04:07:00Z
429	Waveform 1	1	50306.446588064	50307.613925798	9.118	47.007	NA	NA	NA	NA	NA	sel. 429	20 Hz	Y	23	166.8	LF	LFC	50306.446588064	2024-07-28T04:06:00Z	04:06:00	2024-07-28T04:06:00Z	2024-07-28T04:06:00Z	Night	2024-07-28T04:07:00Z
430	Spectrogram 1	1	50322.737837266	50323.808567739	7.232	51.828	0.512	7.812	19.531	15.625	23.438	sel. 430	20 Hz	Y	21	164.8	LF	LFC	50322.737837266	2024-07-28T04:06:16Z	04:06:16	2024-07-28T04:06:00Z	2024-07-28T04:06:00Z	Night	2024-07-28T04:07:00Z
430	Waveform 1	1	50322.737837266	50323.808567739	7.232	51.828	NA	NA	NA	NA	NA	sel. 430	20 Hz	Y	21	164.8	LF	LFC	50322.737837266	2024-07-28T04:06:16Z	04:06:16	2024-07-28T04:06:00Z	2024-07-28T04:06:00Z	Night	2024-07-28T04:07:00Z
431	Spectrogram 1	1	50338.602958317	50339.746144235	7.294	49.417	0.64	7.812	19.531	15.625	23.438	sel. 431	20 Hz	Y	21	164.8	LF	LFC	50338.602958317	2024-07-28T04:06:32Z	04:06:32	2024-07-28T04:06:00Z	2024-07-28T04:06:00Z	Night	2024-07-28T04:07:00Z
431	Waveform 1	1	50338.602958317	50339.746144235	7.294	49.417	NA	NA	NA	NA	NA	sel. 431	20 Hz	Y	21	164.8	LF	LFC	50338.602958317	2024-07-28T04:06:32Z	04:06:32	2024-07-28T04:06:00Z	2024-07-28T04:06:00Z	Night	2024-07-28T04:07:00Z
436	Spectrogram 1	1	50372.840503795	50374.321815127	10.03	38.295	0.512	11.719	23.438	19.531	31.25	sel. 436	20 Hz	Y	25	167.8	LF	LFD	50372.840503795	2024-07-28T04:07:06Z	04:07:06	2024-07-28T04:07:00Z	2024-07-28T04:07:00Z	Night	2024-07-28T04:08:00Z
436	Waveform 1	1	50372.840503795	50374.321815127	10.03	38.295	NA	NA	NA	NA	NA	sel. 436	20 Hz	Y	25	167.8	LF	LFD	50372.840503795	2024-07-28T04:07:06Z	04:07:06	2024-07-28T04:07:00Z	2024-07-28T04:07:00Z	Night	2024-07-28T04:08:00Z
437	Spectrogram 1	1	50380.779517712	50382.180322992	11.853	83.165	0.384	7.812	23.438	19.531	27.344	sel. 437	20 Hz	Y	25	170.8	LF	LFD	50380.779517712	2024-07-28T04:07:14Z	04:07:14	2024-07-28T04:07:00Z	2024-07-28T04:07:00Z	Night	2024-07-28T04:08:00Z
437	Waveform 1	1	50380.779517712	50382.180322992	11.853	83.165	NA	NA	NA	NA	NA	sel. 437	20 Hz	Y	25	170.8	LF	LFD	50380.779517712	2024-07-28T04:07:14Z	04:07:14	2024-07-28T04:07:00Z	2024-07-28T04:07:00Z	Night	2024-07-28T04:08:00Z
438	Spectrogram 1	1	50390.616184686	50391.638611529	7.232	54.238	0.768	15.625	15.625	7.812	23.438	sel. 438	nfc 20 Hz?	N	10	157.8	LF	LFC	50390.616184686	2024-07-28T04:07:24Z	04:07:24	2024-07-28T04:07:00Z	2024-07-28T04:07:00Z	Night	2024-07-28T04:08:00Z
438	Waveform 1	1	50390.616184686	50391.638611529	7.232	54.238	NA	NA	NA	NA	NA	sel. 438	nfc 20 Hz?	N	10	157.8	LF	LFC	50390.616184686	2024-07-28T04:07:24Z	04:07:24	2024-07-28T04:07:00Z	2024-07-28T04:07:00Z	Night	2024-07-28T04:08:00Z
